,Values,Positions,Last teams results,Last results between teams
0,2.2810188989317997,8,0.0,0
1,0.22857142857142856,-1,0.0,0
2,5.222976963969285,-8,0.0,0
3,2.0813767090994815,-17,0.0,0
4,1.9810340348142375,9,0.0,0
5,1.7946703728321953,1,0.0,0
6,1.1484429065743944,7,0.0,6
7,0.14673267326732672,-14,0.0,0
8,0.25106075216972035,-14,0.0,0
9,3.2597851112816576,19,0.0,0
10,0.1948087110064744,-11,0.0,0
11,0.7372448979591837,-5,0.0,0
12,1.0201868032539922,2,0.0,0
13,2.052968960863698,5,0.0,0
14,3.884836678294749,10,0.0,0
15,1.1396776669224866,9,1.0,0
16,0.2773054755043228,-11,0.0,0
17,0.5091703476089879,15,0.0,0
18,0.9381962114786542,11,0.0,0
19,2.6491803278688524,3,0.0,0
20,0.14306930693069306,-11,-2.0,0
21,1.3337966040244122,-3,-1.0,0
22,0.3570707070707071,5,2.0,0
23,0.7992325402916347,3,0.0,0
24,1.3225371120107963,15,1.0,0
25,2.7921117502054233,8,2.0,0
26,2.319344262295082,-3,-1.0,0
27,0.8623018965965186,11,2.0,6
28,1.2355907780979827,6,2.0,0
29,4.900177200236267,3,-2.0,0
30,1.1778425655976676,-2,0.0,0
31,4.802768166089965,2,2.0,0
32,0.8930400723109371,-12,-2.0,0
33,0.45955882352941174,-3,0.0,0
34,0.34407690132880975,-9,0.0,0
35,1.5153061224489797,-1,-0.5,0
36,0.22654502648616834,-10,0.0,0
37,0.7670004077379604,9,0.0,0
38,0.7945554061839831,1,0.0,0
39,2.4573314474304575,-17,-2.0,0
40,0.975033738191633,-5,-0.5,0
41,0.7431986531986532,-7,-1.0,0
42,0.3485620377978636,11,1.5,0
43,5.06497341996456,-1,0.5,0
44,1.0822551312029098,2,0.5,0
45,0.19405940594059407,-2,-1.0,0
46,0.6367996930161166,9,1.5,2
47,5.012991721554172,10,-1.0,0
48,1.274135446685879,8,1.0,0
49,2.2281967213114755,15,1.5,0
50,0.31412729026036645,-12,0.0,0
51,1.5964167845355963,-1,0.0,0
52,2.63840830449827,1,1.0,0
53,4.575726000090609,19,1.5,0
54,0.3496174220129488,-7,-0.5,0
55,0.2176420695504665,-10,-0.5,0
56,0.8443367346938776,-3,-2.0,0
57,0.35481049562682215,-7,0.5,0
58,0.7115421547916266,-12,0.0,0
59,4.181982524856885,-2,1.0,0
60,0.12783269045323048,-4,-0.6666666666666667,0
61,0.47493837304847986,-2,0.3333333333333333,0
62,3.848593304036606,18,2.0,0
63,0.647979797979798,-5,-0.5,0
64,0.8466836734693878,-6,-0.6666666666666667,4
65,1.5747175055894616,-3,-0.33333333333333326,0
66,0.8754950495049505,-2,-1.0,0
67,4.682860998650472,6,1.6666666666666667,0
68,2.2519196692262256,-5,0.0,0
69,0.24289212827988338,-5,0.33333333333333326,0
70,1.009417304296645,-5,0.0,0
71,0.6496546431312357,9,0.75,0
72,0.24962397512015833,-16,-2.0,0
73,5.248116393868537,12,1.3333333333333335,0
74,1.5604903347477606,-7,-1.0,0
75,5.741176470588235,16,0.6666666666666666,0
76,0.2824207492795389,-3,0.3333333333333333,0
77,0.38872131147540984,2,1.0,0
78,1.4259650470520453,-3,0.08333333333333337,0
79,1.8333835492618258,-7,0.0,0
80,1.7584345479082322,-1,1.0833333333333333,0
81,4.511479591836735,-1,-1.0,0
82,0.12483814008240142,-10,-0.5,0
83,5.96574128765505,6,0.25,0
84,0.9435962488107643,11,1.25,0
85,1.3318339100346022,2,1.25,0
86,0.5439276910435498,5,0.0,0
87,1.7896956914733353,-1,0.050000000000000044,0
88,0.5493515850144092,-10,0.75,0
89,0.9674635568513119,5,0.0,0
90,1.0239874638379942,1,0.0,0
91,4.19360686446311,10,1.0,0
92,0.8470069071373753,-4,0.09999999999999998,0
93,8.085808580858085,2,0.75,0
94,1.018446349701221,11,0.75,0
95,0.16430693069306931,-12,-0.75,0
96,0.16341532372066722,-15,-0.75,0
97,0.498989898989899,-2,0.25,0
98,0.7980327868852459,4,0.25,0
99,0.8128480891108124,-1,0.25,0
100,0.6325390304026294,-3,0.19999999999999996,0
101,0.6390479059957819,2,0.6,0
102,1.4413840830449827,10,0.9999999999999999,0
103,1.7542823390431188,-3,-0.19999999999999996,0
104,1.1166666666666667,-5,-0.19999999999999996,0
105,0.3039067055393586,-10,0.19999999999999996,0
106,3.758437910569474,17,1.2,0
107,1.4553314121037464,4,1.2000000000000002,0
108,1.0409064155385521,-2,-0.19999999999999996,0
109,1.9451530612244898,-10,-0.5999999999999999,0
110,0.8365477338476374,-3,0.3999999999999999,0
111,1.3625648279113625,-7,0.0,0
112,1.023022539126231,12,0.3999999999999999,0
113,0.5789639344262295,-5,0.19999999999999996,0
114,0.3012376237623762,-11,-1.0,0
115,2.887205387205387,8,0.6000000000000001,0
116,0.18767316935255868,-12,-0.6000000000000001,0
117,4.078644132898022,9,1.4,0
118,0.7521105141980046,9,0.30000000000000004,0
119,0.7700701480904131,6,0.6,0
120,0.8565324568611339,-6,-0.033333333333333326,0
121,1.146947259028319,-5,0.0,0
122,5.732118758434548,7,1.1666666666666665,0
123,1.0626530612244898,-3,0.0,0
124,1.1452595155709342,-6,-0.3333333333333333,0
125,4.999096113287135,13,0.8333333333333333,0
126,0.969748374328527,-2,0.0,0
127,0.779016393442623,2,0.3571428571428571,0
128,0.24394812680115274,-1,0.8333333333333333,0
129,0.105,-9,-0.6666666666666667,0
130,0.6714085081321071,11,1.1666666666666667,0
131,0.3667430086788814,-7,-0.4999999999999999,0
